ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
B3GNT6,ILMN_1715384,"Homo sapiens UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (B3GNT6), mRNA.",membrane [goid 16020] [evidence IEA]; integral to Golgi membrane [goid 30173] [evidence NAS]; integral to membrane [goid 16021] [evidence IEA]; Golgi stack [goid 5795] [evidence IEA],poly-N-acetyllactosamine biosynthesis [goid 30311] [pmid 9405606] [evidence NAS],"transferase activity, transferring glycosyl groups [goid 16757] [evidence IEA]; N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [goid 8532] [pmid 9405606] [evidence NAS]",11,65869876-65869925,11q13.1e,-,NM_006876.1,11041,B3GNT6,-1.0466885619042454,8.58859177803438,-12.744514989684804,1.7117750731155288e-26,2.009929322939877e-25,49.27939203281498
LOC441066,ILMN_1714808,"PREDICTED: Homo sapiens similar to Beta-glucuronidase precursor (LOC441066), mRNA.",,,,5,98889676-98889710:98896232-98896246,5q21.1b,+,XM_496741.2,441066,LOC441066,1.4295038527495691,6.297053636055466,12.741667454107267,1.743918440254504e-26,2.045270817855341e-25,49.260848096012694
IER5L,ILMN_1755620,"Homo sapiens immediate early response 5-like (IER5L), mRNA.",,,,9,130979040-130979083:130979084-130979089,9q34.11c,-,NM_203434.1,389792,IER5L,1.4796795015309572,7.628283307501209,12.737172644306723,1.795889112229179e-26,2.1049882458981494e-25,49.231576793118705
C3,ILMN_1762260,"Homo sapiens complement component 3 (C3), mRNA.",extracellular space [goid 5615] [evidence IEA],"signal transduction [goid 7165] [pmid 10085065] [evidence TAS]; innate immune response [goid 45087] [evidence IEA]; G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 9164946] [evidence TAS]; complement activation, classical pathway [goid 6958] [evidence IEA]; complement activation, alternative pathway [goid 6957] [evidence IEA]; inflammatory response [goid 6954] [evidence IEA]",receptor binding [goid 5102] [pmid 9164946] [evidence TAS]; endopeptidase inhibitor activity [goid 4866] [evidence IEA],19,6636154-6636157:6637135-6637180,19p13.3a,-,NM_000064.1,718,C3,-1.8039507688001333,8.45943599812351,-12.72607570066316,1.9309244104296374e-26,2.259294479758841e-25,49.15931152119125
ART4,ILMN_1805773,"Homo sapiens ADP-ribosyltransferase 4 (Dombrock blood group) (ART4), mRNA.",membrane [goid 16020] [pmid 9119374] [evidence NAS],arginine metabolism [goid 6525] [pmid 11001920] [evidence NAS]; protein amino acid ADP-ribosylation [goid 6471] [pmid 9119374] [evidence NAS],"transferase activity, transferring glycosyl groups [goid 16757] [evidence IEA]; NAD(P)+-protein-arginine ADP-ribosyltransferase activity [goid 3956] [pmid 9119374] [evidence NAS]; GPI anchor binding [goid 48503] [evidence IEA]",12,14884763-14884812,12p12.3e,-,NM_021071.2,420,ART4,-1.0385741617677517,6.411645777464393,-12.722057778642437,1.9822818700637724e-26,2.3180301377110435e-25,49.133146367373506
C20orf54,ILMN_1740923,"Homo sapiens chromosome 20 open reading frame 54 (C20orf54), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,,20,688957-689006,20p13f,-,NM_033409.2,113278,C20orf54,1.1370403496379051,6.192932763650756,12.721893538976348,1.98441000942868e-26,2.319163286720154e-25,49.13207682357196
CENTD3,ILMN_1812618,"Homo sapiens centaurin, delta 3 (CENTD3), mRNA.",lamellipodium [goid 30027] [evidence ISS]; ruffle [goid 1726] [evidence ISS]; cytoplasm [goid 5737] [pmid 11804589] [evidence IC ]; intracellular [goid 5622] [evidence IEA],vesicle-mediated transport [goid 16192] [pmid 15569923] [evidence TAS]; negative regulation of Rho protein signal transduction [goid 35024] [evidence ISS]; signal transduction [goid 7165] [evidence IEA]; regulation of cell shape [goid 8360] [evidence ISS]; regulation of GTPase activity [goid 43087] [evidence IEA]; negative regulation of cell migration [goid 30336] [evidence ISS]; cytoskeleton organization and biogenesis [goid 7010] [pmid 15569923] [evidence TAS],"ARF GTPase activator activity [goid 8060] [evidence ISS]; phosphatidylinositol-3,4-bisphosphate binding [goid 43325] [pmid 11804589] [evidence IDA]; phosphatidylinositol-3,4,5-triphosphate binding [goid 5547] [pmid 11804589] [evidence IDA]; Rho GTPase activator activity [goid 5100] [evidence ISS]; zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; Rac GTPase activator activity [goid 30675] [evidence ISS]",5,141013211-141013260,5q31.3c,-,NM_022481.5,64411,CENTD3,-1.154521776045824,9.855404433854382,-12.715865886972631,2.0641142470088352e-26,2.4109047200322694e-25,49.092824371813485
GNG10,ILMN_1757074,"Homo sapiens guanine nucleotide binding protein (G protein), gamma 10 (GNG10), mRNA.",heterotrimeric G-protein complex [goid 5834] [evidence IEA],signal transduction [goid 7165] [pmid 7665596] [evidence TAS]; protein folding [goid 6457] [evidence IEA]; G-protein coupled receptor protein signaling pathway [goid 7186] [evidence IEA],signal transducer activity [goid 4871] [evidence IEA]; heat shock protein binding [goid 31072] [evidence IEA]; GTPase activity [goid 3924] [pmid 7665596] [evidence TAS]; unfolded protein binding [goid 51082] [evidence IEA],9,113463766-113463815,9q31.3b,+,NM_001017998.1,2790,GNG10,-1.7796835580256927,8.67473611496782,-12.712808526734857,2.1057576330511024e-26,2.4581096103901086e-25,49.072914778088695
LOC285908,ILMN_1733103,"Homo sapiens hypothetical protein LOC285908 (LOC285908), mRNA.",,,,7,65478742-65478791,7q11.21e,-,NM_181722.2,285908,LOC285908,1.1724294974954788,6.893609589074815,12.711691399391045,2.1211823532115196e-26,2.4746715173793636e-25,49.065640043622416
MMP12,ILMN_1768035,"Homo sapiens matrix metallopeptidase 12 (macrophage elastase) (MMP12), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA],peptidoglycan metabolism [goid 270] [evidence IEA]; cell motility [goid 6928] [evidence NR ],zinc ion binding [goid 8270] [pmid 8226919] [evidence TAS]; calcium ion binding [goid 5509] [evidence IEA]; macrophage elastase activity [goid 4234] [pmid 8226919] [evidence TAS],11,102242277-102242326,11q22.2b,-,NM_002426.2,4321,MMP12,1.8922393440647403,5.942390744006342,12.708589147649034,2.1646116915998364e-26,2.5223966642707937e-25,49.04543823970473
SMCX,ILMN_1798224,"Homo sapiens Smcy homolog, X-linked (mouse) (SMCX), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",metal ion binding [goid 46872] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; protein binding [goid 5515] [evidence IEA]; DNA binding [goid 3677] [evidence IEA],X,53238603-53238652,Xp11.22a,-,NM_004187.1,8242,SMCX,1.1314815868514954,6.136712243919779,12.704176758803666,2.2279179806841348e-26,2.5931461871744137e-25,49.01670500903543
PTPLA,ILMN_1725791,"Homo sapiens protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a (PTPLA), mRNA.",,signal transduction [goid 7165] [pmid 10644438] [evidence NAS]; protein amino acid dephosphorylation [goid 6470] [pmid 10644438] [evidence TAS]; development [goid 7275] [pmid 10644438] [evidence TAS],protein tyrosine phosphatase activity [goid 4725] [pmid 10644438] [evidence TAS],10,17681354-17681403,10p12.33c,-,NM_014241.2,9200,PTPLA,-1.762557754659415,8.143557990505604,-12.693689505059947,2.3859114841137596e-26,2.76898590337286e-25,48.948413374084275
FAM46B,ILMN_1808011,"Homo sapiens family with sequence similarity 46, member B (FAM46B), mRNA.",,,,1,27204252-27204301,1p36.11a,-,NM_052943.2,115572,FAM46B,-1.5013558313142576,7.504247400591501,-12.686701034166463,2.4973667596818914e-26,2.8933013391844403e-25,48.90290598532968
SUSD2,ILMN_1693270,"Homo sapiens sushi domain containing 2 (SUSD2), mRNA.",,,,22,22915000-22915049,22q11.23b,+,NM_019601.3,56241,SUSD2,-2.0416542646957723,12.566301299290522,-12.686261744114493,2.504544173381198e-26,2.899937489641841e-25,48.900045442060275
NOTCH1,ILMN_1729161,"Homo sapiens Notch homolog 1, translocation-associated (Drosophila) (NOTCH1), mRNA.",integral to membrane [goid 16021] [evidence NAS]; membrane [goid 16020] [evidence IEA]; nucleus [goid 5634] [pmid 10713164] [evidence TAS],"immune response [goid 6955] [pmid 1831692] [evidence NAS]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; transcription [goid 6350] [evidence IEA]; negative regulation of myoblast differentiation [goid 45662] [pmid 10713164] [evidence IMP]; Notch signaling pathway [goid 7219] [pmid 10713164] [evidence TAS]; regulation of development [goid 50793] [evidence IEA]; cell differentiation [goid 30154] [evidence IEA]",protein binding [goid 5515] [pmid 10713164] [evidence IPI]; receptor activity [goid 4872] [evidence IEA]; calcium ion binding [goid 5509] [evidence IEA],9,138508852-138508901,9q34.3d,-,NM_017617.2,4851,NOTCH1,-1.103016615258376,10.203550339260566,-12.682723683413199,2.5631084698306283e-26,2.964316431466544e-25,48.877006580295685
SOLH,ILMN_1763739,"Homo sapiens small optic lobes homolog (Drosophila) (SOLH), mRNA.",intracellular [goid 5622] [evidence IEA],,zinc ion binding [goid 8270] [evidence IEA]; calpain activity [goid 4198] [pmid 9722942] [evidence TAS]; transcription factor activity [goid 3700] [pmid 9722942] [evidence TAS],16,544305-544354,16p13.3f,+,NM_005632.2,6650,SOLH,1.389197226309384,6.957483244596334,12.681263561410185,2.587674684236724e-26,2.990999138198057e-25,48.86749871334508
IFIT3,ILMN_1664543,"Homo sapiens interferon-induced protein with tetratricopeptide repeats 3 (IFIT3), mRNA.",,immune response [goid 6955] [evidence IEA],binding [goid 5488] [evidence IEA],10,91082306-91082355,10q23.31b,+,NM_001031683.1,3437,IFIT3,-1.4989604125914973,7.333538756891683,-12.67996164642999,2.609777574013717e-26,3.0148054099807416e-25,48.859021061491696
C18orf34,ILMN_1673320,"Homo sapiens chromosome 18 open reading frame 34 (C18orf34), mRNA.",,,,18,28771615-28771664,18q12.1e-q12.1f,-,NM_198995.1,374864,C18orf34,-2.4143729328392656,6.155069804384768,-12.678337025346888,2.6376240499057477e-26,3.0452153485582346e-25,48.84844207709804
CD68,ILMN_1714861,"Homo sapiens CD68 antigen (CD68), mRNA.",integral to membrane [goid 16021] [pmid 7680921] [evidence TAS]; membrane [goid 16020] [evidence IEA]; lysosome [goid 5764] [evidence IEA]; membrane fraction [goid 5624] [pmid 7680921] [evidence TAS]; integral to membrane [goid 16021] [pmid 7680921] [evidence TAS]; membrane [goid 16020] [evidence IEA]; lysosome [goid 5764] [evidence IEA]; membrane fraction [goid 5624] [pmid 7680921] [evidence TAS]; membrane fraction [goid 5624] [pmid 7680921] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [pmid 7680921] [evidence TAS]; lysosome [goid 5764] [evidence IEA],,,17,7425934-7425983,17p13.1d,+,NM_001251.1,968,CD68,-1.1303129939869248,10.60443306649702,-12.67588103901732,2.6802854030157183e-26,3.0909020370915555e-25,48.83244957759922
PDLIM3,ILMN_1695299,"Homo sapiens PDZ and LIM domain 3 (PDLIM3), mRNA.",,,zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; protein binding [goid 5515] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; protein binding [goid 5515] [evidence IEA],4,186660434-186660441:186660442-186660483,4q35.1f,-,NM_014476.1,27295,PDLIM3,-1.6714505101761556,9.260126332410607,-12.66705805312932,2.8393148655276817e-26,3.266763187434034e-25,48.77499802140214
LOH11CR2A,ILMN_1682996,"Homo sapiens loss of heterozygosity, 11, chromosomal region 2, gene A (LOH11CR2A), transcript variant 2, mRNA.",,cell cycle [goid 7049] [evidence IEA],,11,123499335-123499371:123499577-123499589,11q24.1c-q24.2a,+,NM_198315.2,4013,LOH11CR2A,-1.0942943190960923,7.353715577432493,-12.666045855328553,2.85815213788754e-26,3.2851843067504917e-25,48.768407073275114
SLC25A10,ILMN_1804090,"Homo sapiens solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10 (SLC25A10), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; mitochondrion [goid 5739] [evidence IEA],mitochondrial transport [goid 6839] [evidence IEA]; transport [goid 6810] [evidence IEA]; gluconeogenesis [goid 6094] [pmid 9733776] [evidence TAS]; dicarboxylic acid transport [goid 6835] [pmid 9733776] [evidence TAS],dicarboxylic acid transporter activity [goid 5310] [pmid 9733776] [evidence TAS]; binding [goid 5488] [evidence IEA],17,77298387-77298436,17q25.3f,+,NM_012140.3,1468,SLC25A10,1.4197802859051123,7.708008423481552,12.666021362811676,2.8586094952282116e-26,3.2851843067504917e-25,48.76824758986084
BIK,ILMN_1770505,"Homo sapiens BCL2-interacting killer (apoptosis-inducing) (BIK), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],apoptotic program [goid 8632] [pmid 7478623] [evidence TAS]; regulation of apoptosis [goid 42981] [evidence IEA]; induction of apoptosis [goid 6917] [pmid 10381623] [evidence TAS],protein binding [goid 5515] [pmid 15694340] [evidence IPI],22,41855291-41855340,22q13.2c,+,NM_001197.3,638,BIK,1.491954586959702,6.248632833267418,12.665144532749828,2.8750311402917754e-26,3.300265235511064e-25,48.762538101460585
PDGFRA,ILMN_1681949,"Homo sapiens platelet-derived growth factor receptor, alpha polypeptide (PDGFRA), mRNA.",membrane [goid 16020] [evidence IEA]; integral to plasma membrane [goid 5887] [pmid 8586421] [evidence TAS],cell proliferation [goid 8283] [pmid 10806482] [evidence TAS]; transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [evidence IEA]; cell surface receptor linked signal transduction [goid 7166] [pmid 10806482] [evidence TAS]; protein amino acid phosphorylation [goid 6468] [evidence IEA],nucleotide binding [goid 166] [evidence IEA]; receptor activity [goid 4872] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; vascular endothelial growth factor receptor activity [goid 5021] [evidence IEA]; platelet-derived growth factor alpha-receptor activity [goid 5018] [pmid 10806482] [evidence TAS],4,54858477-54858526,4q12c,+,NM_006206.3,5156,PDGFRA,-1.177143357360734,8.990997587532927,-12.659142210583282,2.9900065098180446e-26,3.423943301257663e-25,48.723454154738214
EPHA1,ILMN_1664265,"Homo sapiens EPH receptor A1 (EPHA1), mRNA.",integral to plasma membrane [goid 5887] [pmid 2825356] [evidence TAS]; membrane [goid 16020] [evidence IEA],transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [evidence IEA]; protein amino acid phosphorylation [goid 6468] [evidence IEA]; signal transduction [goid 7165] [pmid 2825356] [evidence TAS],transferase activity [goid 16740] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; receptor activity [goid 4872] [evidence IEA]; ephrin receptor activity [goid 5003] [evidence IEA],7,142798521-142798570,7q34f-q35a,-,NM_005232.3,2041,EPHA1,1.15880304911916,7.900858033224266,12.655515491429206,3.0616932867500974e-26,3.502479089839677e-25,48.699839082633815
C6orf26,ILMN_2134765,"Homo sapiens chromosome 6 open reading frame 26 (C6orf26), mRNA.",,,,6,31840198-31840247,6p21.33a,+,NM_001039651.1,401251,C6orf26,1.0083210540258998,5.952534760627405,12.652601283256752,3.1205396050876e-26,3.5677575096338683e-25,48.68086357823311
LOC654342,ILMN_1717060,"PREDICTED: Homo sapiens similar to lymphocyte-specific protein 1 isoform 1 (LOC654342), mRNA.",,,,2,91188289-91188338,2p11.1d,-,XM_946374.1,654342,LOC654342,1.2232024430562518,5.881790931903082,12.647462818477862,3.2270684436790914e-26,3.68323932807366e-25,48.64740535260395
AMD1,ILMN_1667994,"Homo sapiens adenosylmethionine decarboxylase 1 (AMD1), transcript variant 1, mRNA.",,spermidine biosynthesis [goid 8295] [evidence NAS]; spermine biosynthesis [goid 6597] [evidence NAS],lyase activity [goid 16829] [evidence IEA]; adenosylmethionine decarboxylase activity [goid 4014] [pmid 2460457] [evidence TAS],6,111316805-111316854,6q21h,+,NM_001634.4,262,AMD1,-1.0633799172333802,8.985191501134446,-12.643694456301317,3.3074968822879504e-26,3.766442664816011e-25,48.622868518328495
RNU101A,ILMN_1716441,"Homo sapiens small nucleolar RNA, C/D box 4A (SNORD4A) on chromosome 17.",,,,17,24073749-24073798,17q11.2a,+,NR_000010.1,26773,RNU101A,1.2336342021319,6.118908478382433,12.643501546815157,3.3116676683636667e-26,3.7690470255187853e-25,48.62161243674673
ROR1,ILMN_1655904,"Homo sapiens receptor tyrosine kinase-like orphan receptor 1 (ROR1), mRNA.",integral to plasma membrane [goid 5887] [pmid 1334494] [evidence TAS]; plasma membrane [goid 5886] [pmid 8875995] [evidence TAS]; cytoplasm [goid 5737] [pmid 8875995] [evidence TAS],transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [pmid 1334494] [evidence TAS]; protein amino acid phosphorylation [goid 6468] [evidence IEA],receptor activity [goid 4872] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; transmembrane receptor protein tyrosine kinase activity [goid 4714] [pmid 8875995] [evidence TAS]; nucleotide binding [goid 166] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; kinase activity [goid 16301] [evidence IEA],1,64416902-64416951,1p31.3c,+,NM_005012.1,4919,ROR1,-1.3285413980804108,6.856626206859578,-12.63935251317763,3.402655366722495e-26,3.8682004873513457e-25,48.594597160320724
IGFBP7,ILMN_2062468,"Homo sapiens insulin-like growth factor binding protein 7 (IGFBP7), mRNA.",extracellular region [goid 5576] [evidence IEA],regulation of cell growth [goid 1558] [evidence IEA]; negative regulation of cell proliferation [goid 8285] [pmid 8939990] [evidence TAS],insulin-like growth factor binding [goid 5520] [evidence IEA],4,57594170-57594219,4q12e,-,NM_001553.1,3490,IGFBP7,-1.4975842775580883,12.42530365930633,-12.633761835110231,3.529223588633246e-26,4.009807243689608e-25,48.55819536074824
TAF13,ILMN_2061318,"Homo sapiens TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa (TAF13), mRNA.",nucleus [goid 5634] [evidence IEA]; transcription factor TFIID complex [goid 5669] [pmid 7729427] [evidence TAS]; nucleus [goid 5634] [evidence IEA]; transcription factor TFIID complex [goid 5669] [pmid 7729427] [evidence TAS],"transcription initiation [goid 6352] [evidence IEA]; transcription [goid 6350] [evidence IEA]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; transcription initiation [goid 6352] [evidence IEA]; transcription [goid 6350] [evidence IEA]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",transcription factor activity [goid 3700] [pmid 9695952] [evidence TAS]; general RNA polymerase II transcription factor activity [goid 16251] [pmid 7729427] [evidence TAS]; protein binding [goid 5515] [pmid 7729427] [evidence TAS]; transcription factor activity [goid 3700] [pmid 9695952] [evidence TAS]; general RNA polymerase II transcription factor activity [goid 16251] [pmid 7729427] [evidence TAS]; protein binding [goid 5515] [pmid 7729427] [evidence TAS],1,109419200-109419210:109420066-109420092:109420093-109420104,1p13.3b,-,NM_005645.3,6884,TAF13,1.0969387643704671,6.198692315354477,12.633131063279594,3.5437960311888063e-26,4.02407894392881e-25,48.55408832941056
HHEX,ILMN_1762712,"Homo sapiens hematopoietically expressed homeobox (HHEX), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; development [goid 7275] [pmid 1360645] [evidence TAS]; antimicrobial humoral response (sensu Vertebrata) [goid 19735] [pmid 8096636] [evidence TAS]",transcription factor activity [goid 3700] [pmid 10871399] [evidence TAS],10,94445134-94445183,10q23.33a,+,NM_002729.2,3087,HHEX,-1.5016144098528308,7.712314509055947,-12.630829066287681,3.5974903114528954e-26,4.0827331906721234e-25,48.53909979322423
PBK,ILMN_1673673,"Homo sapiens PDZ binding kinase (PBK), mRNA.",cellular component unknown [goid 8372] [evidence ND ],mitosis [goid 7067] [pmid 10779557] [evidence NAS]; protein amino acid phosphorylation [goid 6468] [evidence NAS],nucleotide binding [goid 166] [evidence IEA]; protein binding [goid 5515] [pmid 12620389] [evidence IPI]; transferase activity [goid 16740] [evidence IEA]; protein serine/threonine kinase activity [goid 4674] [pmid 10779557] [evidence TAS]; ATP binding [goid 5524] [evidence NAS]; protein-tyrosine kinase activity [goid 4713] [evidence IEA],8,27723197-27723246,8p21.1e,-,NM_018492.2,55872,PBK,1.3738995372543625,5.7176502663059985,12.625254579247462,3.7309096890496233e-26,4.231748359325672e-25,48.50280402688704
C10orf38,ILMN_1749868,"Homo sapiens chromosome 10 open reading frame 38 (C10orf38), mRNA.",,,,10,15293996-15294045,10p13c-p13b,-,NM_001010924.1,221061,C10orf38,-1.3399501658167026,9.152258930456737,-12.618969876048308,3.887269235413923e-26,4.4016119333424885e-25,48.46188449828625
GPR110,ILMN_1744299,"Homo sapiens G protein-coupled receptor 110 (GPR110), transcript variant 1, mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [pmid 15203201] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [pmid 15203201] [evidence TAS],neuropeptide signaling pathway [goid 7218] [evidence IEA]; signal transduction [goid 7165] [evidence IEA]; neuropeptide signaling pathway [goid 7218] [evidence IEA]; signal transduction [goid 7165] [evidence IEA],receptor activity [goid 4872] [evidence IEA]; G-protein coupled receptor activity [goid 4930] [pmid 15203201] [evidence TAS]; receptor activity [goid 4872] [evidence IEA]; G-protein coupled receptor activity [goid 4930] [pmid 15203201] [evidence TAS],6,47084690-47084739,6p12.3e,-,NM_153840.2,266977,GPR110,1.7387686564054734,6.1272115096298405,12.603463059330936,4.301671621342613e-26,4.857101907439221e-25,48.360922334747954
KIAA0415,ILMN_2083559,"Homo sapiens KIAA0415 (KIAA0415), mRNA.",,,,7,4797531-4797542:4797543-4797580,7p22.1d,+,NM_014855.1,9907,KIAA0415,1.1435056110861481,6.972151214889214,12.588215976338516,4.7521710819138254e-26,5.359720349883417e-25,48.26165455319545
APIP,ILMN_1793598,"Homo sapiens APAF1 interacting protein (APIP), mRNA.",,apoptosis [goid 6915] [evidence IEA]; apoptosis [goid 6915] [evidence IEA],zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA],11,34866504-34866551:34866875-34866876,11p13b,-,NM_015957.1,51074,APIP,-1.024055293491224,8.25479739361688,-12.581426740111588,4.967664879104972e-26,5.599607825415903e-25,48.21745358996976
UNQ830,ILMN_1774265,"Homo sapiens ASCL830 (UNQ830), mRNA.",,,,2,233449250-233449299,2q37.1c,+,NM_206895.1,389084,UNQ830,1.2535446970848696,6.001172840510597,12.580810299107188,4.987708309214849e-26,5.619035351957809e-25,48.21344031750826
LOC653879,ILMN_1713182,"PREDICTED: Homo sapiens similar to Complement C3 precursor (LOC653879), mRNA.",,,,,,,,XM_936226.1,653879,LOC653879,-1.692208717546844,9.873382106409709,-12.580538572706383,4.996569082486666e-26,5.625849983252291e-25,48.21167127399086
COMP,ILMN_1677636,"Homo sapiens cartilage oligomeric matrix protein (COMP), mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular matrix (sensu Metazoa) [goid 5578] [pmid 7713493] [evidence TAS],skeletal development [goid 1501] [pmid 7670472] [evidence TAS]; cell adhesion [goid 7155] [evidence IEA],extracellular matrix structural constituent [goid 5201] [pmid 7713493] [evidence TAS]; calcium ion binding [goid 5509] [pmid 7670472] [evidence TAS]; protein binding [goid 5515] [evidence IEA],19,18754711-18754724:18754725-18754760,19p13.11b,-,NM_000095.2,1311,COMP,3.4766300074641103,8.276172758165476,12.572985843899612,5.249256321010417e-26,5.903716721235324e-25,48.162500548648644
IGSF4C,ILMN_1812096,"Homo sapiens immunoglobulin superfamily, member 4C (IGSF4C), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,receptor activity [goid 4872] [evidence IEA],19,48818486-48818535,19q13.31a,-,NM_145296.1,199731,IGSF4C,1.303902896987073,6.598599352658841,12.569442710162182,5.372160668472273e-26,6.035159497742461e-25,48.139433894755975
LENG4,ILMN_1722218,"Homo sapiens leukocyte receptor cluster (LRC) member 4 (LENG4), mRNA.",,,receptor activity [goid 4872] [evidence IEA],19,59369210-59369259,19q13.42a,-,NM_024298.2,79143,LENG4,1.0302177378930661,9.5470643065541,12.569077111682759,5.385005170264144e-26,6.046194357275252e-25,48.13705377167382
FAM105A,ILMN_1695711,"Homo sapiens family with sequence similarity 105, member A (FAM105A), mRNA.",,,,5,14663400-14663423:14663424-14663449,5p15.2a,+,NM_019018.1,54491,FAM105A,-1.412219551711635,6.749123047048836,-12.567993587174321,5.423253047871201e-26,6.08231205054972e-25,48.1299998111859
HLA-DRA,ILMN_1689655,"Homo sapiens major histocompatibility complex, class II, DR alpha (HLA-DRA), mRNA.",plasma membrane [goid 5886] [pmid 8890155] [evidence IDA]; lysosome [goid 5764] [pmid 8890155] [evidence IDA]; integral to plasma membrane [goid 5887] [pmid 6812963] [evidence NAS]; membrane [goid 16020] [evidence IEA]; plasma membrane [goid 5886] [pmid 8890155] [evidence IDA]; lysosome [goid 5764] [pmid 8890155] [evidence IDA]; integral to plasma membrane [goid 5887] [pmid 6812963] [evidence NAS]; membrane [goid 16020] [evidence IEA],immune response [goid 6955] [pmid 6812963] [evidence NAS]; immune response [goid 6955] [pmid 6812963] [evidence NAS],MHC class II receptor activity [goid 45012] [pmid 6812963] [evidence NAS]; MHC class II receptor activity [goid 45012] [pmid 6812963] [evidence NAS],6,32519563-32519612,6p21.32b,+,NM_019111.3,3122,HLA-DRA,-1.001134789623956,14.419038363960901,-12.565371650139705,5.516933663708359e-26,6.183910853976293e-25,48.11293055439655
SLC4A2,ILMN_2078389,"Homo sapiens solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1) (SLC4A2), mRNA.",membrane fraction [goid 5624] [pmid 3015590] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],anion transport [goid 6820] [pmid 3015590] [evidence TAS],antiporter activity [goid 15297] [evidence IEA]; anion transporter activity [goid 8509] [pmid 3015590] [evidence TAS]; inorganic anion exchanger activity [goid 5452] [evidence IEA],7,150403753-150403795:150404033-150404039,7q36.1d,+,NM_003040.2,6522,SLC4A2,1.0333209566311865,8.996688356154822,12.561888322457609,5.643898453900588e-26,6.315610753112022e-25,48.09025366482922
MATN2,ILMN_1694840,"Homo sapiens matrilin 2 (MATN2), transcript variant 2, mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [pmid 11124542] [evidence NAS],,calcium ion binding [goid 5509] [evidence IEA],8,99117381-99117430,8q22.1e-q22.2a,+,NM_030583.2,4147,MATN2,-1.5225845830867524,7.348748627569966,-12.56031693334634,5.702126595147047e-26,6.37363960422917e-25,48.08002379221842
GLT25D2,ILMN_1736742,"Homo sapiens glycosyltransferase 25 domain containing 2 (GLT25D2), mRNA.",,lipopolysaccharide biosynthesis [goid 9103] [evidence IEA],transferase activity [goid 16740] [evidence IEA],1,182171897-182171946,1q25.3e,-,NM_015101.1,23127,GLT25D2,-1.6459651497711105,6.266690539041046,-12.55948073995326,5.733356346717968e-26,6.401394742473946e-25,48.07458012033155
